Indicator Name	Indicator Code	Country Name	Country Code	2000	2010
Internet users (per 100 people)	IT.NET.USER.P2	Indonesia	IDN	0.925563864	10.92
Internet users (per 100 people)	IT.NET.USER.P2	"Iran, Islamic Rep."	IRN	0.93419002	16
Internet users (per 100 people)	IT.NET.USER.P2	Iraq	IRQ		2.471962007
Internet users (per 100 people)	IT.NET.USER.P2	Ireland	IRL	17.84392784	69.78043656
Internet users (per 100 people)	IT.NET.USER.P2	Isle of Man	IMY		
Internet users (per 100 people)	IT.NET.USER.P2	Israel	ISR	19.9642019	65.68314182
Internet users (per 100 people)	IT.NET.USER.P2	Italy	ITA	23.12882205	53.73987452
Internet users (per 100 people)	IT.NET.USER.P2	Jamaica	JAM	3.106463921	28.06679822
Internet users (per 100 people)	IT.NET.USER.P2	Japan	JPN	29.71896567	77.64879296
Internet users (per 100 people)	IT.NET.USER.P2	Jordan	JOR	2.639458529	27.83075482
Internet users (per 100 people)	IT.NET.USER.P2	Kazakhstan	KAZ	0.671876725	31.02519714
Internet users (per 100 people)	IT.NET.USER.P2	Kenya	KEN	0.318059714	14
Internet users (per 100 people)	IT.NET.USER.P2	Kiribati	KIR	1.785225474	9.07
Internet users (per 100 people)	IT.NET.USER.P2	"Korea, Dem. Rep."	PRK	0	
Internet users (per 100 people)	IT.NET.USER.P2	"Korea, Rep."	KOR	43.72972245	81.6224647
Internet users (per 100 people)	IT.NET.USER.P2	Kosovo	KSV		
Internet users (per 100 people)	IT.NET.USER.P2	Kuwait	KWT	6.731395768	61.4
Internet users (per 100 people)	IT.NET.USER.P2	Kyrgyz Republic	KGZ	1.05340243	18.01606182
Internet users (per 100 people)	IT.NET.USER.P2	Lao PDR	LAO	0.111044032	7
Internet users (per 100 people)	IT.NET.USER.P2	Latin America & Caribbean (all income levels)	LCN	3.896997097	34.40814189
Internet users (per 100 people)	IT.NET.USER.P2	Latin America & Caribbean (developing only)	LAC	3.831842832	34.27394764
Internet users (per 100 people)	IT.NET.USER.P2	Latvia	LVA	6.350982469	68.81884531
Internet users (per 100 people)	IT.NET.USER.P2	Least developed countries: UN classification	LDC	0.10014255	4.439836924
Internet users (per 100 people)	IT.NET.USER.P2	Lebanon	LBN	7.952743736	43.68
Internet users (per 100 people)	IT.NET.USER.P2	Lesotho	LSO	0.21180607	3.86
Internet users (per 100 people)	IT.NET.USER.P2	Liberia	LBR	0.017702706	2.3
Internet users (per 100 people)	IT.NET.USER.P2	Libya	LBY	0.187042622	14
Internet users (per 100 people)	IT.NET.USER.P2	Liechtenstein	LIE	36.51522989	80
Internet users (per 100 people)	IT.NET.USER.P2	Lithuania	LTU	6.427971077	62.81533985
Internet users (per 100 people)	IT.NET.USER.P2	Low & middle income	LMY	1.510394381	20.91341132
Internet users (per 100 people)	IT.NET.USER.P2	Low income	LIC	0.116028781	4.520519602
Internet users (per 100 people)	IT.NET.USER.P2	Lower middle income	LMC	0.593648633	12.6288536
Internet users (per 100 people)	IT.NET.USER.P2	Luxembourg	LUX	22.84488963	90.70848335
Internet users (per 100 people)	IT.NET.USER.P2	"Macao SAR, China"	MAC	13.60858974	53.8
Internet users (per 100 people)	IT.NET.USER.P2	"Macedonia, FYR"	MKD	2.485566316	51.9
Internet users (per 100 people)	IT.NET.USER.P2	Madagascar	MDG	0.196394691	1.7
Internet users (per 100 people)	IT.NET.USER.P2	Malawi	MWI	0.126780945	2.26
Internet users (per 100 people)	IT.NET.USER.P2	Malaysia	MYS	21.38473116	56.3
Internet users (per 100 people)	IT.NET.USER.P2	Maldives	MDV	2.203872939	28.3
Internet users (per 100 people)	IT.NET.USER.P2	Mali	MLI	0.142545755	1.9
Internet users (per 100 people)	IT.NET.USER.P2	Malta	MLT	13.66585147	63.07875095
Internet users (per 100 people)	IT.NET.USER.P2	Marshall Islands	MHL	1.534271796	
Internet users (per 100 people)	IT.NET.USER.P2	Mauritania	MRT	0.192031462	4
Internet users (per 100 people)	IT.NET.USER.P2	Mauritius	MUS	7.337695439	28.73358822
Internet users (per 100 people)	IT.NET.USER.P2	Mexico	MEX	5.081384153	31.05
Internet users (per 100 people)	IT.NET.USER.P2	"Micronesia, Fed. Sts."	FSM	3.734862137	20
Internet users (per 100 people)	IT.NET.USER.P2	Middle East & North Africa (all income levels)	MEA	1.704834885	26.56025539
Internet users (per 100 people)	IT.NET.USER.P2	Middle East & North Africa (developing only)	MNA	0.856939252	22.48880417
Internet users (per 100 people)	IT.NET.USER.P2	Middle income	MIC	1.699815108	23.44749155
Internet users (per 100 people)	IT.NET.USER.P2	Moldova	MDA	1.447502179	32.3981406
Internet users (per 100 people)	IT.NET.USER.P2	Monaco	MCO	42.18486345	75
Internet users (per 100 people)	IT.NET.USER.P2	Mongolia	MNG	1.255652004	12.9
Internet users (per 100 people)	IT.NET.USER.P2	Montenegro	MNE		37.5
Internet users (per 100 people)	IT.NET.USER.P2	Morocco	MAR	0.693791245	49
Internet users (per 100 people)	IT.NET.USER.P2	Mozambique	MOZ	0.10959253	4.17
Internet users (per 100 people)	IT.NET.USER.P2	Myanmar	MMR		0.25
Internet users (per 100 people)	IT.NET.USER.P2	Namibia	NAM	1.644739547	11.6
Internet users (per 100 people)	IT.NET.USER.P2	Nepal	NPL	0.204651684	7.93
Internet users (per 100 people)	IT.NET.USER.P2	Netherlands	NLD	43.81121466	90.70686325
Internet users (per 100 people)	IT.NET.USER.P2	New Caledonia	NCL	13.8568516	42.65805668
Internet users (per 100 people)	IT.NET.USER.P2	New Zealand	NZL	47.38363411	83.00638491
Internet users (per 100 people)	IT.NET.USER.P2	Nicaragua	NIC	0.980216487	10
Internet users (per 100 people)	IT.NET.USER.P2	Niger	NER	0.036261294	0.83
Internet users (per 100 people)	IT.NET.USER.P2	Nigeria	NGA	0.064080808	24
Internet users (per 100 people)	IT.NET.USER.P2	North America	NAC	43.91659186	74.82507203
Internet users (per 100 people)	IT.NET.USER.P2	Northern Mariana Islands	MNP		
Internet users (per 100 people)	IT.NET.USER.P2	Norway	NOR	51.99874949	93.27270026
Internet users (per 100 people)	IT.NET.USER.P2	OECD members	OED	27.86902465	67.76916733
Internet users (per 100 people)	IT.NET.USER.P2	Oman	OMN	3.520421417	62
Internet users (per 100 people)	IT.NET.USER.P2	Pakistan	PAK		8
Internet users (per 100 people)	IT.NET.USER.P2	Palau	PLW		
Internet users (per 100 people)	IT.NET.USER.P2	Panama	PAN	6.554796477	40.1
Internet users (per 100 people)	IT.NET.USER.P2	Papua New Guinea	PNG	0.835249302	1.28
Internet users (per 100 people)	IT.NET.USER.P2	Paraguay	PRY	0.747630712	19.8
Internet users (per 100 people)	IT.NET.USER.P2	Peru	PER	3.076430611	34.77
Internet users (per 100 people)	IT.NET.USER.P2	Philippines	PHL	1.982253196	25
Internet users (per 100 people)	IT.NET.USER.P2	Poland	POL	7.256761026	62.47174876
Internet users (per 100 people)	IT.NET.USER.P2	Portugal	PRT	16.60781065	51.2836312
Internet users (per 100 people)	IT.NET.USER.P2	Puerto Rico	PRI	10.48495077	45.62899289
Internet users (per 100 people)	IT.NET.USER.P2	Qatar	QAT	4.863679179	81.6
Internet users (per 100 people)	IT.NET.USER.P2	Romania	ROM	3.573255456	40.02009301
Internet users (per 100 people)	IT.NET.USER.P2	Russian Federation	RUS	1.983372736	43.31455082
Internet users (per 100 people)	IT.NET.USER.P2	Rwanda	RWA	0.06283146	8
Internet users (per 100 people)	IT.NET.USER.P2	Samoa	WSM	0.566392533	7
Internet users (per 100 people)	IT.NET.USER.P2	San Marino	SMR	48.79949531	
Internet users (per 100 people)	IT.NET.USER.P2	Sao Tome and Principe	STP	4.638516816	18.75
Internet users (per 100 people)	IT.NET.USER.P2	Saudi Arabia	SAU	2.210691809	41
Internet users (per 100 people)	IT.NET.USER.P2	Senegal	SEN	0.403967486	16
Internet users (per 100 people)	IT.NET.USER.P2	Serbia	SRB		45.55881537
Internet users (per 100 people)	IT.NET.USER.P2	Seychelles	SYC	7.172660047	40.99668304
Internet users (per 100 people)	IT.NET.USER.P2	Sierra Leone	SLE	0.118254246	
Internet users (per 100 people)	IT.NET.USER.P2	Singapore	SGP	35.02937014	71.13591073
Internet users (per 100 people)	IT.NET.USER.P2	Slovak Republic	SVK	9.455011607	76.15644383
Internet users (per 100 people)	IT.NET.USER.P2	Slovenia	SVN	15.08352502	69.35408524
Internet users (per 100 people)	IT.NET.USER.P2	Solomon Islands	SLB	0.481296806	5
Internet users (per 100 people)	IT.NET.USER.P2	Somalia	SOM	0.02	
Internet users (per 100 people)	IT.NET.USER.P2	South Africa	ZAF	5.440990138	18.05095499
Internet users (per 100 people)	IT.NET.USER.P2	South Asia	SAS	0.474926217	7.199210223
Internet users (per 100 people)	IT.NET.USER.P2	Spain	ESP	13.63350229	65.8085951
Internet users (per 100 people)	IT.NET.USER.P2	Sri Lanka	LKA	0.63531332	12.12024345
Internet users (per 100 people)	IT.NET.USER.P2	St. Kitts and Nevis	KNA	6.100706415	76
Internet users (per 100 people)	IT.NET.USER.P2	St. Lucia	LCA	5.126770281	40.06137931
Internet users (per 100 people)	IT.NET.USER.P2	St. Vincent and the Grenadines	VCT	3.245037411	38.5
Internet users (per 100 people)	IT.NET.USER.P2	Sub-Saharan Africa (all income levels)	SSF	0.503853115	10.02265907
Internet users (per 100 people)	IT.NET.USER.P2	Sub-Saharan Africa (developing only)	SSA	0.504146235	10.02620538
Internet users (per 100 people)	IT.NET.USER.P2	Sudan	SDN	0.025785032	
Internet users (per 100 people)	IT.NET.USER.P2	Suriname	SUR	2.506411052	31.59
Internet users (per 100 people)	IT.NET.USER.P2	Swaziland	SWZ	0.974797312	12.40547968
Internet users (per 100 people)	IT.NET.USER.P2	Sweden	SWE	45.62608381	90.0149806
Internet users (per 100 people)	IT.NET.USER.P2	Switzerland	CHE	46.99286172	82.16505353
Internet users (per 100 people)	IT.NET.USER.P2	Syrian Arab Republic	SYR	0.18169858	20.66355082
Internet users (per 100 people)	IT.NET.USER.P2	Tajikistan	TJK	0.048599595	11.55
Internet users (per 100 people)	IT.NET.USER.P2	Tanzania	TZA	0.11719444	11
Internet users (per 100 people)	IT.NET.USER.P2	Thailand	THA	3.689041279	22.4
Internet users (per 100 people)	IT.NET.USER.P2	Timor-Leste	TMP		0.206664452
Internet users (per 100 people)	IT.NET.USER.P2	Togo	TGO	0.8	3
Internet users (per 100 people)	IT.NET.USER.P2	Tonga	TON	2.434398044	16
Internet users (per 100 people)	IT.NET.USER.P2	Trinidad and Tobago	TTO	7.721411474	48.5
Internet users (per 100 people)	IT.NET.USER.P2	Tunisia	TUN	2.719853824	36.56220637
Internet users (per 100 people)	IT.NET.USER.P2	Turkey	TUR	3.761685035	39.82
Internet users (per 100 people)	IT.NET.USER.P2	Turkmenistan	TKM	0.133282183	3
Internet users (per 100 people)	IT.NET.USER.P2	Turks and Caicos Islands	TCA		
Internet users (per 100 people)	IT.NET.USER.P2	Tuvalu	TUV	5.241639585	25
Internet users (per 100 people)	IT.NET.USER.P2	Uganda	UGA	0.163714063	12.5
Internet users (per 100 people)	IT.NET.USER.P2	Ukraine	UKR	0.712046852	23.08545685
Internet users (per 100 people)	IT.NET.USER.P2	United Arab Emirates	ARE	23.62530088	68
Internet users (per 100 people)	IT.NET.USER.P2	United Kingdom	GBR	26.8133757	77.75462928
Internet users (per 100 people)	IT.NET.USER.P2	United States	USA	43.13014069	74.24740664
Internet users (per 100 people)	IT.NET.USER.P2	Upper middle income	UMC	2.644385677	34.14919499
Internet users (per 100 people)	IT.NET.USER.P2	Uruguay	URY	10.59722669	46.5686753
Internet users (per 100 people)	IT.NET.USER.P2	Uzbekistan	UZB	0.486807516	19.21736409
Internet users (per 100 people)	IT.NET.USER.P2	Vanuatu	VUT	2.108336891	8
Internet users (per 100 people)	IT.NET.USER.P2	"Venezuela, RB"	VEN	3.364752597	37.55903642
Internet users (per 100 people)	IT.NET.USER.P2	Vietnam	VNM	0.257939664	30.9746472
Internet users (per 100 people)	IT.NET.USER.P2	Virgin Islands (U.S.)	VIR	13.79880342	
Internet users (per 100 people)	IT.NET.USER.P2	West Bank and Gaza	WBG	1.183223069	43.4392451
Internet users (per 100 people)	IT.NET.USER.P2	World	WLD	6.760163051	29.51547963
Internet users (per 100 people)	IT.NET.USER.P2	"Yemen, Rep."	YEM	0.082500387	12.35
Internet users (per 100 people)	IT.NET.USER.P2	Zambia	ZMB	0.191071643	10.12544938
Internet users (per 100 people)	IT.NET.USER.P2	Zimbabwe	ZWE	0.401433535	11.5
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Afghanistan	AFG		67.09164009
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Albania	ALB	37.48980373	53.87689694
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Algeria	DZA	21.35423872	21.49667904
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	American Samoa	ASM		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Andorra	ADO		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Angola	AGO	62.82768649	42.94996728
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Antigua and Barbuda	ATG	63.80214128	58.94584084
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Arab World	ARB	27.41641501	39.03926751
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Argentina	ARG	11.51927098	18.40019957
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Armenia	ARM	50.54328924	44.78095079
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Aruba	ABW		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Australia	AUS	21.37931868	19.97734618
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Austria	AUT	44.46222042	49.90667775
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Azerbaijan	AZE	38.37809431	19.93728073
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	"Bahamas, The"	BHS	61.54860521	50.11440876
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Bahrain	BHR	64.38986747	
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Bangladesh	BGD	19.22732516	25.01623521
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Barbados	BRB	57.04124793	52.40053534
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Belarus	BLR	72.39834461	67.88688448
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Belgium	BEL	75.21372598	77.63032643
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Belize	BLZ	73.70159924	57.89774759
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Benin	BEN	28.11760352	28.04630257
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Bermuda	BMU		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Bhutan	BTN	53.48495747	58.41480332
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Bolivia	BOL	27.32302999	34.32416975
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Bosnia and Herzegovina	BIH	75.50027139	56.51815787
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Botswana	BWA	41.20117243	39.96235352
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Brazil	BRA	11.74176461	11.90291466
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Brunei Darussalam	BRN	35.81729348	32.87265594
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Bulgaria	BGR	55.79969239	59.30476789
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Burkina Faso	BFA	25.187783	
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Burundi	BDI	16.9178457	36.51354564
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Cambodia	KHM	61.76329887	59.52093544
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Cameroon	CMR	24.83500814	28.94298776
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Canada	CAN	39.82566969	31.30927584
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Cape Verde	CPV	60.51338977	67.10410549
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Cayman Islands	CYM		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Central African Republic	CAF	25.29010187	24.58386301
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Chad	TCD	34.68107558	61.0341844
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Channel Islands	CHI		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Chile	CHL	28.57804633	31.90919732
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	China	CHN	20.91722011	26.69850849
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Colombia	COL	16.75194575	17.9978924
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Comoros	COM	32.53656862	50.45002309
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	"Congo, Dem. Rep."	ZAR	20.65796367	77.94475845
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	"Congo, Rep."	COG	43.61273719	54.69792507
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Costa Rica	CRI	45.76620013	40.33111765
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Cote d'Ivoire	CIV	33.32344574	36.08131719
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Croatia	HRV	44.79781979	39.86589988
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Cuba	CUB	16.94606939	18.96247657
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Cyprus	CYP	54.51364458	46.5576868
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Czech Republic	CZE	63.07441512	63.31065521
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Denmark	DNK	40.47202277	44.78370533
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Djibouti	DJI	50.3821251	
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Dominica	DMA	56.42470927	55.59051569
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Dominican Republic	DOM	45.86678561	34.21759973
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	East Asia & Pacific (all income levels)	EAS	23.16709226	29.61570715
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	East Asia & Pacific (developing only)	EAP	31.30911779	34.01432002
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Ecuador	ECU	30.99660957	38.61848322
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	"Egypt, Arab Rep."	EGY	22.81681858	26.13127797
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	El Salvador	SLV	42.43366299	43.20768717
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Equatorial Guinea	GNQ	86.14021018	53.07500236
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Eritrea	ERI	81.76242949	
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Estonia	EST	88.20064839	72.70137614
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Ethiopia	ETH	23.97114632	32.98844221
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Euro area	EMU	35.96025114	39.28534323
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Europe & Central Asia (all income levels)	ECS	35.20680492	38.18761013
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Europe & Central Asia (developing only)	ECA	31.20330383	30.58404618
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	European Union	EUU	35.50240271	38.88293322
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Faeroe Islands	FRO		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Fiji	FJI	70.26341248	63.19310481
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Finland	FIN	34.43700594	39.00310969
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	France	FRA	27.81842283	27.74133571
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	French Polynesia	PYF	24.22879547	
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Gabon	GAB	32.66975223	36.2396251
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	"Gambia, The"	GMB	30.56114535	42.10876795
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Georgia	GEO	39.6672117	52.7644643
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Germany	DEU	33.07692308	41.4405897
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Ghana	GHA	67.2461737	41.22662354
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Greece	GRC	39.60420281	31.51900303
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Greenland	GRL		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Grenada	GRD	59.26023728	48.27182553
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Guam	GUM		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Guatemala	GTM	28.95055351	36.26978049
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Guinea	GIN	28.95784597	36.52740924
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Guinea-Bissau	GNB	51.57650454	
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Guyana	GUY	110.6886278	
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Haiti	HTI	33.41453983	62.28398078
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Heavily indebted poor countries (HIPC)	HPC	32.65028567	40.91773279
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	High income	HIC	24.68894868	28.01097302
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	High income: nonOECD	NOC	75.98226699	98.35732766
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	High income: OECD	OEC	22.79313436	25.34933945
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Honduras	HND	66.4199569	64.60907995
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	"Hong Kong SAR, China"	HKG	137.355187	213.4347929
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Hungary	HUN	78.05400195	80.04375485
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Iceland	ISL	40.85498668	46.24758898
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	India	IND	13.71925695	26.92155564
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Indonesia	IDN	30.45956744	22.94217176
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	"Iran, Islamic Rep."	IRN	17.43240419	
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Iraq	IRQ		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Ireland	IRL	84.01495738	82.26427807
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Isle of Man	IMY		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Israel	ISR	37.47150137	34.92369816
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Italy	ITA	25.81535497	28.50792535
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Jamaica	JAM		49.54708729
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Japan	JPN	9.428666693	13.99397061
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Jordan	JOR	68.47639521	69.02988297
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Kazakhstan	KAZ	49.09726583	29.21428724
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Kenya	KEN	31.72147324	40.05521408
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Kiribati	KIR	46.81391908	
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	"Korea, Dem. Rep."	PRK		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	"Korea, Rep."	KOR	35.70715276	49.70338153
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Kosovo	KSV		60.17901113
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Kuwait	KWT	30.14693172	26.28669248
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Kyrgyz Republic	KGZ	47.58290743	81.67852782
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Lao PDR	LAO	44.21449054	37.90863603
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Latin America & Caribbean (all income levels)	LCN	22.80849566	23.85253056
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Latin America & Caribbean (developing only)	LAC	20.97940635	22.25305556
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Latvia	LVA	48.67435835	55.23583467
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Least developed countries: UN classification	LDC	26.38546339	36.58491443
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Lebanon	LBN	35.9377402	50.21352631
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Lesotho	LSO	103.3841514	113.8854073
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Liberia	LBR	26.86754726	82.12827518
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Libya	LBY	15.49405293	
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Liechtenstein	LIE		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Lithuania	LTU	51.02259012	69.6104729
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Low & middle income	LMY	25.41932835	28.45205869
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Low income	LIC	25.21160993	39.43325751
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Lower middle income	LMC	26.88298117	31.75537958
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Luxembourg	LUX	128.9911994	140.2666299
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	"Macao SAR, China"	MAC	64.63067276	50.37884471
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	"Macedonia, FYR"	MKD	63.52256864	66.3246242
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Madagascar	MDG	38.0051148	36.9891084
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Malawi	MWI	35.33498307	44.94054885
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Malaysia	MYS	100.5970803	76.58635124
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Maldives	MDV	71.61830622	81.56588774
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Mali	MLI	39.38289036	
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Malta	MLT	98.42040109	84.76564401
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Marshall Islands	MHL		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Mauritania	MRT	45.30321854	73.6201426
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Mauritius	MUS	61.94434447	63.8367375
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Mexico	MEX	32.93322023	31.546518
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	"Micronesia, Fed. Sts."	FSM		
Imports of goods and services (% of GDP)	NE.IMP.GNFS.ZS	Middle East & North Africa (all income levels)	MEA	27.96926474	38.8948503
