Indicator Name	Indicator Code	Country Name	Country Code	2000	2010
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Bolivia	BOL	18.27474497	41.18745607
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Bosnia and Herzegovina	BIH	28.69033962	35.776497
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Botswana	BWA	53.26487405	32.9870884
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Brazil	BRA	9.978193817	10.87158512
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Brunei Darussalam	BRN	67.35433198	81.43877501
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Bulgaria	BGR	50.46241313	57.41038773
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Burkina Faso	BFA	9.076834781	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Burundi	BDI	6.58483042	6.134763092
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Cambodia	KHM	49.84623523	54.08278279
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Cameroon	CMR	29.16820912	25.56597181
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Canada	CAN	45.5785327	29.43060726
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Cape Verde	CPV	27.00721855	38.56699686
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Cayman Islands	CYM		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Central African Republic	CAF	20.72637437	10.59117083
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Chad	TCD	16.89009643	39.00146572
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Channel Islands	CHI		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Chile	CHL	29.28715138	38.06155983
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	China	CHN	23.32640567	30.6145489
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Colombia	COL	15.91513972	15.92045565
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Comoros	COM	16.73669663	15.63318825
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Congo, Dem. Rep."	ZAR	22.39188166	68.33612962
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Congo, Rep."	COG	80.29714722	85.11967127
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Costa Rica	CRI	48.62292161	38.05935703
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Cote d'Ivoire	CIV	40.42768347	40.64433533
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Croatia	HRV	41.68604682	39.35816934
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Cuba	CUB	14.13012184	19.61354547
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Cyprus	CYP	55.35764606	40.11451474
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Czech Republic	CZE	60.93404415	66.45734363
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Denmark	DNK	46.50758948	50.36647217
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Djibouti	DJI	35.05629034	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Dominica	DMA	44.5384335	35.98305974
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Dominican Republic	DOM	37.04748805	23.03181871
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	East Asia & Pacific (all income levels)	EAS	25.33746879	32.17223583
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	East Asia & Pacific (developing only)	EAP	35.31681522	38.07676542
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Ecuador	ECU	37.06539365	32.94940629
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Egypt, Arab Rep."	EGY	16.20111732	21.34924581
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	El Salvador	SLV	27.40033129	25.91294527
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Equatorial Guinea	GNQ	99.45586682	69.89937599
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Eritrea	ERI	15.11871966	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Estonia	EST	84.59438004	79.42915791
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Ethiopia	ETH	12.03327572	13.62317561
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Euro area	EMU	36.60442817	40.77480282
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Europe & Central Asia (all income levels)	ECS	36.27609075	39.69982414
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Europe & Central Asia (developing only)	ECA	37.08057783	31.05359333
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	European Union	EUU	35.77563247	39.91956314
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Faeroe Islands	FRO		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Fiji	FJI	65.15851948	53.8672429
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Finland	FIN	43.57653466	40.27215374
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	France	FRA	28.81382858	25.56568638
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	French Polynesia	PYF	4.896582905	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Gabon	GAB	69.03217671	60.28578402
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Gambia, The"	GMB	25.7986741	23.49083636
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Georgia	GEO	22.99463007	34.95113266
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Germany	DEU	33.38461538	47.00504767
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Ghana	GHA	48.8022588	29.4046672
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Greece	GRC	25.72698633	22.2433125
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Greenland	GRL		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Grenada	GRD	45.05008157	21.45018619
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Guam	GUM		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Guatemala	GTM	20.1950344	25.8013889
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Guinea	GIN	24.52387304	28.35010641
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Guinea-Bissau	GNB	31.77529123	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Guyana	GUY	96.07997325	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Haiti	HTI	12.69528229	12.250463
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Heavily indebted poor countries (HIPC)	HPC	25.22060755	30.58953105
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	High income	HIC	24.23158146	27.89550434
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	High income: nonOECD	NOC	84.12407151	110.0173472
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	High income: OECD	OEC	22.01793951	24.78833191
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Honduras	HND	53.97221046	43.87117217
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Hong Kong SAR, China"	HKG	141.7640809	218.8616318
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Hungary	HUN	74.60437723	86.54505579
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Iceland	ISL	33.57633025	56.33316307
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	India	IND	12.82483055	22.77125773
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Indonesia	IDN	40.97730855	24.62099329
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Iran, Islamic Rep."	IRN	22.70745811	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Iraq	IRQ		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Ireland	IRL	97.34550318	101.1652802
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Isle of Man	IMY		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Israel	ISR	37.30419158	36.86755939
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Italy	ITA	26.76879547	26.56064397
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Jamaica	JAM		31.31171414
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Japan	JPN	10.8773781	15.19023889
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Jordan	JOR	41.81206152	47.788566
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Kazakhstan	KAZ	56.6024268	43.957264
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Kenya	KEN	21.58757114	27.79946072
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Kiribati	KIR	6.88190099	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Korea, Dem. Rep."	PRK		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Korea, Rep."	KOR	38.5641772	52.27831091
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Kosovo	KSV		18.52642566
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Kuwait	KWT	56.47363983	60.07464781
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Kyrgyz Republic	KGZ	41.84771906	51.55432268
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Lao PDR	LAO	30.09584692	35.54263191
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Latin America & Caribbean (all income levels)	LCN	21.26745112	23.63554169
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Latin America & Caribbean (developing only)	LAC	19.88792465	22.27859065
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Latvia	LVA	41.64179343	53.81151835
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Least developed countries: UN classification	LDC	20.18596118	25.73805396
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Lebanon	LBN	14.17755573	22.17457339
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Lesotho	LSO	34.21843337	43.80931136
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Liberia	LBR	26.13914599	19.14365233
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Libya	LBY	35.63056188	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Liechtenstein	LIE		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Lithuania	LTU	44.74711829	68.5767761
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Low & middle income	LMY	26.90337851	28.71043957
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Low income	LIC	17.52341085	24.68833781
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Lower middle income	LMC	26.31802573	27.8393551
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Luxembourg	LUX	150.0145465	172.3667164
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Macao SAR, China"	MAC	100.4228954	106.2945111
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Macedonia, FYR"	MKD	48.63065273	47.58049371
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Madagascar	MDG	30.67932053	23.76375922
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Malawi	MWI	25.60365249	29.37604345
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Malaysia	MYS	119.8097087	93.74591211
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Maldives	MDV	89.47284827	96.71886292
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Mali	MLI	26.78220132	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Malta	MLT	90.55706858	88.1840453
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Marshall Islands	MHL		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Mauritania	MRT	29.96143443	62.01006203
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Mauritius	MUS	61.38569565	52.52589337
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Mexico	MEX	30.93905966	30.30954705
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Micronesia, Fed. Sts."	FSM		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Middle East & North Africa (all income levels)	MEA	36.01147843	45.52783027
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Middle East & North Africa (developing only)	MNA	26.55823053	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Middle income	MIC	27.18443751	28.81978791
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Moldova	MDA	49.77801408	39.22521538
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Monaco	MCO		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Mongolia	MNG	53.99675147	54.69989518
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Montenegro	MNE	36.81499185	34.7113831
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Morocco	MAR	27.98228689	33.000437
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Mozambique	MOZ	16.48020546	26.28441961
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Myanmar	MMR	0.494646326	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Namibia	NAM	40.87741935	42.55333264
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Nepal	NPL	23.28400371	9.575271074
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Netherlands	NLD	70.08230453	78.21670007
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	New Caledonia	NCL		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	New Zealand	NZL	35.02612143	28.46336332
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Nicaragua	NIC	20.10816583	36.9713471
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Niger	NER	17.79912527	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Nigeria	NGA	53.97695944	35.20435133
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	North America	NAC	13.27047332	13.86397215
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Northern Mariana Islands	MNP		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Norway	NOR	46.5363526	41.1445903
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	OECD members	OED	22.1957485	24.90456862
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Oman	OMN	59.18158962	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Pakistan	PAK	13.44132462	13.57410503
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Palau	PLW	9.600961097	91.26932171
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Panama	PAN	72.5751904	76.95396439
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Papua New Guinea	PNG	66.17835957	55.85211637
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Paraguay	PRY	38.2291416	51.59945899
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Peru	PER	16.00130576	25.49829658
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Philippines	PHL	51.36929375	34.80329295
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Poland	POL	27.1243911	42.24585833
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Portugal	PRT	28.93472901	31.01939715
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Puerto Rico	PRI	74.79270945	77.91259759
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Qatar	QAT	67.2833586	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Romania	ROM	32.6913315	23.48656844
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Russian Federation	RUS	44.06072054	29.95013716
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Rwanda	RWA	6.319815445	10.04622995
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Samoa	WSM	33.8170039	32.03771888
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	San Marino	SMR		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Sao Tome and Principe	STP	21.2065136	12.09432136
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Saudi Arabia	SAU	43.65243774	58.08857892
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Senegal	SEN	27.92511633	24.78577547
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Serbia	SRB	23.8551788	34.892266
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Seychelles	SYC	78.15458664	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Sierra Leone	SLE	18.08142114	17.1000845
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Singapore	SGP	192.3375656	207.1705359
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Slovak Republic	SVK	70.44851064	81.24743492
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Slovenia	SVN	53.69897849	65.42470211
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Solomon Islands	SLB	24.08996477	31.10699579
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Somalia	SOM		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	South Africa	ZAF	27.8709062	27.34319168
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	South Asia	SAS	13.89789245	21.36378895
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Spain	ESP	29.05063763	27.18225007
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Sri Lanka	LKA	39.01571015	22.37683312
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	St. Kitts and Nevis	KNA	36.04199246	29.60629384
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	St. Lucia	LCA	49.29953036	52.02909664
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	St. Vincent and the Grenadines	VCT	45.14181982	27.20647685
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Sub-Saharan Africa (all income levels)	SSF	32.53476289	31.4126292
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Sub-Saharan Africa (developing only)	SSA	32.46566995	31.37173504
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Sudan	SDN	15.98455695	20.00018925
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Suriname	SUR	19.72876448	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Swaziland	SWZ	74.32666333	54.81112832
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Sweden	SWE	46.52278336	49.48112841
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Switzerland	CHE	45.42950687	51.70746183
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Syrian Arab Republic	SYR	35.38948308	35.3264536
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Tajikistan	TJK	98.76220248	15.20377414
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Tanzania	TZA	13.36490944	27.83319281
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Thailand	THA	66.77764842	71.28576548
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Timor-Leste	TMP		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Togo	TGO	34.38355145	39.9164717
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Tonga	TON	15.40094183	13.19624758
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Trinidad and Tobago	TTO	59.21874614	57.83213884
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Tunisia	TUN	39.54656954	48.75731571
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Turkey	TUR	20.09787216	21.20914139
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Turkmenistan	TKM	95.5016254	77.81464992
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Turks and Caicos Islands	TCA		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Tuvalu	TUV		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Uganda	UGA	10.65140929	23.76339156
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Ukraine	UKR	62.44487564	50.74641893
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	United Arab Emirates	ARE		77.9368849
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	United Kingdom	GBR	27.71307934	30.5396473
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	United States	USA	11.04376288	12.79110088
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Upper middle income	UMC	27.42653235	29.10120587
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Uruguay	URY	16.69809893	26.84821402
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Uzbekistan	UZB	24.58799361	31.19286323
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Vanuatu	VUT	39.17897492	48.68666769
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Venezuela, RB"	VEN	29.74421966	28.53040699
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Vietnam	VNM	55.03253818	77.53067523
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Virgin Islands (U.S.)	VIR		
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	West Bank and Gaza	WBG	15.9859274	
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	World	WLD	24.68470293	28.03027693
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	"Yemen, Rep."	YEM	41.40890494	30.48151146
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Zambia	ZMB	26.475994	46.77617454
Exports of goods and services (% of GDP)	NE.EXP.GNFS.ZS	Zimbabwe	ZWE	38.15975451	47.63734034
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Afghanistan	AFG		
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Albania	ALB	143000000	1043377670
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Algeria	DZA		2044000000
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	American Samoa	ASM		
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Andorra	ADO		
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Angola	AGO	878620000	-4567640566
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Antigua and Barbuda	ATG	43115925.93	96679207.78
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Arab World	ARB		34195216609
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Argentina	ARG	9517286140	6090308487
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Armenia	ARM	104190000	561810000
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Aruba	ABW	-130558659.2	156871508.4
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Australia	AUS	10342799895	6049837309
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Austria	AUT	2927152401	-9970598353
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Azerbaijan	AZE	129177000	331155000
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	"Bahamas, The"	BHS	250250000	871970000
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Bahrain	BHR	354009613.6	-178271544
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Bangladesh	BGD	280384629.7	916648540.9
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Barbados	BRB	18350000	329023165.8
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Belarus	BLR	118600000	1352400000
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Belgium	BEL		44489460166
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Belize	BLZ	23340762.43	95328799.77
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Benin	BEN	56153556.57	194717291.1
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Bermuda	BMU		
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Bhutan	BTN		
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Bolivia	BOL	733550000	650803350.5
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Bosnia and Herzegovina	BIH	146075610.9	187875298.3
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Botswana	BWA	54923189.93	264685056.6
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Brazil	BRA	30497652700	36918923577
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Brunei Darussalam	BRN		
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Bulgaria	BGR	998219916.7	1285676036
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Burkina Faso	BFA	22940371.17	
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Burundi	BDI	11683240.67	780582.0036
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Cambodia	KHM	141910547.8	762016659.2
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Cameroon	CMR	149126598.5	35250979.23
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Canada	CAN	21657491626	-15543551240
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Cape Verde	CPV	32066998.48	116171216.8
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Cayman Islands	CYM		
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Central African Republic	CAF		
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Chad	TCD		
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Channel Islands	CHI		
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Chile	CHL	873370518.2	6351126066
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	China	CHN	37483300000	1.8575E+11
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Colombia	COL	2111113395	184016133.1
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Comoros	COM		
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	"Congo, Dem. Rep."	ZAR		
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	"Congo, Rep."	COG	162058771	
"Foreign direct investment, net (BoP, current US$)"	BN.KLT.DINV.CD	Costa Rica	CRI	403564447	1440854971
